28 MAR 2024,AWL,EQ,ADANI WILMAR LIMITED     ,Listed    ,28 MAR 2024,               1.00,        1299678605,            321.40,   417716703647.00       
28 MAR 2024,AXISBANK,EQ,AXIS BANK LIMITED        ,Listed    ,28 MAR 2024,               2.00,        3085993297,           1047.20,  3231652180618.40  
28 MAR 2024,AXISCADES,EQ,AXISCADES TECH LTD       ,Listed    ,28 MAR 2024,               5.00,          41780243,            553.15,    23110741415.45 
28 MAR 2024,AXITA,EQ,AXITA COTTON LIMITED     ,Listed    ,28 MAR 2024,               1.00,         260880000,             20.90,     5452392000.00     
28 MAR 2024,AYMSYNTEX,EQ,AYM SYNTEX LIMITED       ,Listed    ,28 MAR 2024,              10.00,          50631264,             86.80,     4394793715.20 
28 MAR 2024,AZAD,EQ,AZAD ENGINEERING LIMITED ,Listed    ,28 MAR 2024,               2.00,          59112993,           1367.85,    80857707475.05      
28 MAR 2024,BABAFP,SM,BABA FOOD PROCESSING     ,Listed    ,28 MAR 2024,              10.00,          16326403,             52.40,      855503517.20    
28 MAR 2024,BAFNAPH,BE,BAFNA PHARMACEUTICALS LTD,Listed    ,28 MAR 2024,              10.00,          23656335,             78.35,     1853473847.25   
28 MAR 2024,BAGFILMS,BE,B.A.G FILMS AND MEDIA LTD,Listed    ,28 MAR 2024,               2.00,         197747749,              8.15,     1611644154.35  
28 MAR 2024,BAHETI,SM,BAHETI RECYCLING IND LTD ,Listed    ,27 MAR 2024,              10.00,          10368530,            193.50,     2006310555.00    
28 MAR 2024,BAIDFIN,EQ,BAID FINSERV LIMITED     ,Listed    ,28 MAR 2024,               2.00,         120068300,             18.95,     2275294285.00   
28 MAR 2024,BAJAJ-AUTO,EQ,BAJAJ AUTO LIMITED       ,Listed    ,28 MAR 2024,              10.00,         283179756,           9148.15,  2590570884851.40
28 MAR 2024,BAJAJCON,EQ,BAJAJ CONSUMER CARE LTD  ,Listed    ,28 MAR 2024,               1.00,         142642053,            212.05,    30247247338.65  
28 MAR 2024,BAJAJELEC,EQ,BAJAJ ELECT.LTD          ,Listed    ,28 MAR 2024,               2.00,         115196078,            907.65,   104557720196.70 
28 MAR 2024,BAJAJFINSV,EQ,BAJAJ FINSERV LTD.       ,Listed    ,28 MAR 2024,               1.00,        1595488813,           1643.85,  2622744285250.05
28 MAR 2024,BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED ,Listed    ,28 MAR 2024,               5.00,          27598400,            292.30,     8067012320.00
28 MAR 2024,BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LT,Listed    ,28 MAR 2024,               1.00,        1277359942,             29.05,    37107306315.10 
28 MAR 2024,BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVS LTD,Listed    ,28 MAR 2024,              10.00,         111293510,           8272.75,   920703384852.50
28 MAR 2024,BAJEL,EQ,BAJEL PROJECTS LIMITED   ,Listed    ,28 MAR 2024,               2.00,         115283752,            215.20,    24809063430.40     
28 MAR 2024,BAJFINANCE,EQ,BAJAJ FINANCE LIMITED    ,Listed    ,28 MAR 2024,               2.00,         618996320,           7245.25,  4484783087480.00
28 MAR 2024,BALAJITELE,EQ,BALAJI TELEFILMS LIMITED.,Listed    ,28 MAR 2024,               2.00,         101528968,             73.85,     7497914286.80
28 MAR 2024,BALAMINES,EQ,BALAJI AMINES LIMITED    ,Listed    ,28 MAR 2024,               2.00,          32401000,           2045.25,    66268145250.00 
28 MAR 2024,BALAXI,EQ,BALAXI PHARMA LTD        ,Listed    ,28 MAR 2024,              10.00,          10747250,            495.95,     5330098637.50    
28 MAR 2024,BALKRISHNA,BE,BALKRISHNA PAPER MILLS L ,Listed    ,28 MAR 2024,              10.00,          32219532,             23.65,      761991931.80
28 MAR 2024,BALKRISIND,EQ,BALKRISHNA IND. LTD      ,Listed    ,28 MAR 2024,               2.00,         193317190,           2317.35,   447983590246.50
28 MAR 2024,BALMLAWRIE,EQ,BALMER LAWRIE & CO LTD   ,Listed    ,28 MAR 2024,              10.00,         171003846,            238.40,    40767316886.40
28 MAR 2024,BALPHARMA,EQ,BAL PHARMA LTD.          ,Listed    ,28 MAR 2024,              10.00,          15804372,             91.20,     1441358726.40 
28 MAR 2024,BALRAMCHIN,EQ,BALRAMPUR CHINI MILLS LTD,Listed    ,28 MAR 2024,               1.00,         201749245,            361.95,    73023139227.75
28 MAR 2024,BANARBEADS,EQ,BANARAS BEADS LTD        ,Listed    ,28 MAR 2024,              10.00,           6636222,             88.55,      587637458.10
28 MAR 2024,BANARISUG,EQ,BANNARI AMMAN SUGARS LTD ,Listed    ,28 MAR 2024,              10.00,          12539700,           2302.70,    28875167190.00 
28 MAR 2024,BANCOINDIA,EQ,BANCO PRODUCTS (I) LTD   ,Listed    ,28 MAR 2024,               2.00,          71518650,            596.95,    42693058117.50
28 MAR 2024,BANDHANBNK,EQ,BANDHAN BANK LIMITED     ,Listed    ,28 MAR 2024,              10.00,        1610918159,            180.00,   289965268620.00
28 MAR 2024,BANG,BE,BANG OVERSEAS LTD.       ,Listed    ,28 MAR 2024,              10.00,          13560000,             45.90,      622404000.00      
28 MAR 2024,BANKA,BE,BANKA BIOLOO LIMITED     ,Listed    ,28 MAR 2024,              10.00,          10846582,             93.30,     1011986100.60     
28 MAR 2024,BANKBARODA,EQ,BANK OF BARODA           ,Listed    ,28 MAR 2024,               2.00,        5171362179,            264.05,  1365498183364.95
28 MAR 2024,BANKINDIA,EQ,BANK OF INDIA            ,Listed    ,28 MAR 2024,              10.00,        4552667866,            137.05,   623943131035.30 
28 MAR 2024,BANSWRAS,EQ,BANSWARA SYNTEX LIMITED  ,Listed    ,28 MAR 2024,               5.00,          34232084,            144.15,     4934554908.60  
28 MAR 2024,BARBEQUE,EQ,BARBEQUE NATION HOSP. LTD,Listed    ,28 MAR 2024,               5.00,          39070775,            497.85,    19451385333.75  
28 MAR 2024,BASF,EQ,BASF INDIA LTD           ,Listed    ,28 MAR 2024,              10.00,          43285640,           3337.05,   144446344962.00      
28 MAR 2024,BASILIC,SM,BASILIC FLY STUDIO LTD   ,Listed    ,28 MAR 2024,              10.00,          23240000,            353.85,     8223474000.00   
28 MAR 2024,BASML,EQ,BANNARI AM SPIN MILL LTD.,Listed    ,28 MAR 2024,               5.00,          64841871,             37.80,     2451022723.80     
28 MAR 2024,BATAINDIA,EQ,BATA INDIA LTD           ,Listed    ,28 MAR 2024,               5.00,         128527540,           1364.20,   175337270068.00 
28 MAR 2024,BAWEJA,SM,BAWEJA STUDIOS LIMITED   ,Listed    ,28 MAR 2024,              10.00,          18427001,             88.25,     1626182838.25    
28 MAR 2024,BAYERCROP,EQ,BAYER CROPSCIENCE LTD    ,Permitted ,28 MAR 2024,              10.00,          44942092,           5254.35,   236141481100.20 
28 MAR 2024,BBL,EQ,BHARAT BIJLEE LTD        ,Listed    ,28 MAR 2024,              10.00,           5651560,           6416.15,    36261256694.00       
28 MAR 2024,BBOX,EQ,BLACK BOX LIMITED        ,Listed    ,28 MAR 2024,               2.00,         168025590,            225.10,    37822560309.00      
28 MAR 2024,BBTC,EQ,BOMBAY BURMAH TRADING COR,Listed    ,28 MAR 2024,               2.00,          69771900,           1567.75,   109384896225.00      
28 MAR 2024,BBTCL,EQ,B&B TRIPLEWALL CONT LTD  ,Listed    ,28 MAR 2024,              10.00,          20511240,            261.30,     5359587012.00     
28 MAR 2024,BCG,EQ,BRIGHTCOM GROUP LIMITED  ,Listed    ,28 MAR 2024,               2.00,        2017921873,             13.80,    27847321847.40       
28 MAR 2024,BCLIND,EQ,BCL INDUSTRIES LIMITED   ,Listed    ,28 MAR 2024,               1.00,         268950000,             56.20,    15114990000.00    
28 MAR 2024,BCONCEPTS,BE,BRAND CONCEPTS LIMITED   ,Listed    ,28 MAR 2024,              10.00,          11107800,            690.65,     7671602070.00 
28 MAR 2024,BDL,EQ,BHARAT DYNAMICS LIMITED  ,Listed    ,28 MAR 2024,              10.00,         183281250,           1751.90,   321090421875.00       
28 MAR 2024,BDR,IT,BDR BUILDCON LIMITED     ,Listed    ,10 MAR 2017,              10.00,           6645000,             87.65,      582434250.00       
28 MAR 2024,BEARDSELL,EQ,BEARDSELL LIMITED        ,Listed    ,28 MAR 2024,               2.00,          39437000,             35.55,     1401985350.00 
28 MAR 2024,BECTORFOOD,EQ,MRS BECTORS FOOD SPE LTD ,Listed    ,28 MAR 2024,              10.00,          58817474,           1114.70,    65563838267.80
28 MAR 2024,BEDMUTHA,BE,BEDMUTHA INDUST LTD      ,Listed    ,28 MAR 2024,              10.00,          32263884,            220.45,     7112573227.80  
28 MAR 2024,BEL,EQ,BHARAT ELECTRONICS LTD   ,Listed    ,28 MAR 2024,               1.00,        7309778829,            201.50,  1472920434043.50       
28 MAR 2024,BEML,EQ,BEML LIMITED             ,Listed    ,28 MAR 2024,              10.00,          41644500,           3183.70,   132583594650.00      
28 MAR 2024,BEPL,EQ,BHANSALI ENG. POLYMERS LT,Listed    ,28 MAR 2024,               1.00,         248858460,             89.35,    22235503401.00      
28 MAR 2024,BERGEPAINT,EQ,BERGER PAINTS (I) LTD    ,Listed    ,28 MAR 2024,               1.00,        1165769724,            573.05,   668044340338.20
28 MAR 2024,BETA,SM,BETA DRUGS LIMITED       ,Listed    ,28 MAR 2024,              10.00,           9613790,           1233.75,    11861013412.50      
28 MAR 2024,BEWLTD,SM,BEW ENGINEERING LIMITED  ,Listed    ,28 MAR 2024,              10.00,           2580667,           1502.75,     3878097334.25    
28 MAR 2024,BFINVEST,EQ,BF INVESTMENT LIMITED    ,Listed    ,28 MAR 2024,               5.00,          37667628,            520.40,    19602233611.20  
28 MAR 2024,BFUTILITIE,EQ,BF UTILITIES LIMITED     ,Listed    ,28 MAR 2024,               5.00,          37667628,            772.00,    29079408816.00
28 MAR 2024,BGRENERGY,BE,BGR ENERGY SYSTEMS LTD   ,Listed    ,28 MAR 2024,              10.00,          72161560,             34.80,     2511222288.00 
28 MAR 2024,BHAGCHEM,EQ,BHAGIRADHA CHEM & INDS L ,Listed    ,28 MAR 2024,              10.00,          10405483,           1608.40,    16736178857.20  
28 MAR 2024,BHAGERIA,EQ,BHAGERIA INDUSTRIES LTD  ,Listed    ,28 MAR 2024,               5.00,          43644180,            144.95,     6326223891.00  
28 MAR 2024,BHAGYANGR,EQ,BHAGYANAGAR INDIA LIMITED,Listed    ,28 MAR 2024,               2.00,          31995000,             81.75,     2615591250.00 
28 MAR 2024,BHALCHANDR,IT,BHALCHANDRAM CLOTHING LTD,Listed    ,Not Traded ,              10.00,            560000,             85.00,       47600000.00
28 MAR 2024,BHANDARI,EQ,BHANDARI HOSIERY EXP LTD ,Listed    ,28 MAR 2024,               1.00,         163438061,              7.40,     1209441651.40  
28 MAR 2024,BHARATFORG,EQ,BHARAT FORGE LTD         ,Listed    ,28 MAR 2024,               2.00,         465588632,           1129.60,   525928918707.20
28 MAR 2024,BHARATGEAR,EQ,BHARAT GEARS LTD.        ,Listed    ,28 MAR 2024,              10.00,          15355058,            101.30,     1555467375.40
28 MAR 2024,BHARATRAS,EQ,BHARAT RASAYAN LTD       ,Listed    ,28 MAR 2024,              10.00,           4155268,           8480.35,    35238126983.80 
28 MAR 2024,BHARATWIRE,BE,BHARAT WIRE ROPES LTD.   ,Listed    ,28 MAR 2024,              10.00,          68041973,            275.20,    18725150969.60
28 MAR 2024,BHARTIARTL,EQ,BHARTI AIRTEL LIMITED    ,Listed    ,28 MAR 2024,               5.00,        5655087077,           1228.60,  6947839982802.20
28 MAR 2024,BHEL,EQ,BHEL                     ,Listed    ,28 MAR 2024,               2.00,        3482063355,            247.30,   861114267691.50      
28 MAR 2024,BHINVIT,IV,BHARAT HIGHWAYS INVIT    ,Listed    ,28 MAR 2024,             100.00,         442938605,            110.00,    48723246550.00   
28 MAR 2024,BIGBLOC,EQ,BIGBLOC CONSTRUCTION LTD ,Listed    ,28 MAR 2024,               2.00,          70787875,            201.20,    14242520450.00   
28 MAR 2024,BIKAJI,EQ,BIKAJI FOODS INTERN LTD  ,Listed    ,28 MAR 2024,               1.00,         250382180,            490.45,   122799940181.00    
28 MAR 2024,BIL,EQ,BHARTIYA INTERNATIONAL   ,Listed    ,28 MAR 2024,              10.00,          12209411,            260.10,     3175667801.10       
